timestamp,tweet,polarity,subjectivity
2018-10-19 13:22:31,"b""Why is it Trump &amp; the right condone the proud boys, cheer on Trump's threats against journalists, love his admiration for a Congressman body slamming a reporter, &amp; then call peaceful protestors an angry mob &amp; get all upset if someone confronts them with words while at dinner?""",0.2671428571428572,0.7271428571428571
2018-10-19 13:22:31,"b""Trump\xe2\x80\x99s lawyers in court to fight lawsuit they call 'politically motivated' by sexual-assault acc... https://t.co/8IInuE0ONx via @GMA - THE LAW SUITS KEEP COMING, NEVER-ENDING STREAM, @realDonaldTrump""",0.0,0.1
2018-10-19 13:22:31,b'How Jamal Khashoggi made a tactical alliance with former Obama officials who seek to depict Trump\xe2\x80\x99s pro-Saudi and anti-Iranian policy as a disaster. Excellent &amp; clarifying piece from @AcrossTheBay &amp; @Doranimated\n \nhttps://t.co/4IFPsjnLjl',0.5,0.5
2018-10-19 13:22:31,"b""It's disturbing &amp; dangerous.The fact that Trump acts this way isn't surprising; he's an opportunist and has no respect for how fundamental a free press is to a democracy. It's the people standing behind him, willfully ignorant and gobbling up the red meat being tossed to them. https://t.co/DDeOEMq8cF""",0.039999999999999994,0.5599999999999999
2018-10-19 13:22:31,"b'1/2\nYes, Pres Trump has restored our nation to greatness.\n\nYes, there are hard core Dems who have a problem with that.  They do not want these 3:\n - USA to be great\n- Trump to win\n-  Minority victim groups to win\n\nDems need people dependent on the govt.\n\nDJT empowers us to win!\n&gt; https://t.co/XQh7uNAZB7'",0.5055555555555555,0.4236111111111111
2018-10-19 13:22:30,"b'Listen Republicans!  \n\nOur job is not only to vote red on Nov 6th, this is obvious.\n\nEven more importantly is getting independents, moderates and swing voters to also vote RED. \n\nWe need to INCREASE our base, not settle for status quo!\n\nLet\xe2\x80\x99s get more Trump Troops!\n\n#VoteRed'",0.065625,0.5625
2018-10-19 13:22:30,b'Barbaric!!!   \xf0\x9f\x98\xb5  Saudis powered into 2018 with 48 head-body separation proceedings in just the first four months of the year \xf0\x9f\x98\xb5\n\n \xf0\x9f\x94\xaa Donald Trump continues to help Saudi leaders wash their hands of murder \xf0\x9f\x94\xaahttps://t.co/Yy4brECN1V',0.25,0.3333333333333333
2018-10-19 13:22:30,"b""How's this:\n\nRepublicans want to take away your  healthcare and cut your medicare to pay for tax cuts for billionaires.\n\nFollowing Trump's detour down Conspiracy Street into Crazy Town would be an epic mistake https://t.co/cmTA5NrIXb""",-0.1638888888888889,0.4222222222222223
2018-10-19 13:22:30,"b'""It\'s going to be an election of the caravan."" President Trump, seizing upon a migrant caravan approaching the US, sought to frame the midterms as a fight between Republicans who will defend the country and Democrats who will allow illegal immigration. https://t.co/H1ZSyCFJwk https://t.co/QaXjBLSjL8'",-0.25,0.25
2018-10-19 13:22:30,"b'""Honestly, it doesn\xe2\x80\x99t matter ... We\xe2\x80\x99ll see what happens ... It doesn\xe2\x80\x99t matter one way or the other ... In the end, it doesn\xe2\x80\x99t mean a hell of a lot ... Whatever happens, happens. ... It doesn\'t matter ... It doesn\'t matter ... It doesn\'t matter."" https://t.co/L8kHVnYpSo'",0.05416666666666666,0.6541666666666667
2018-10-19 13:22:30,"b'Rosenstein gave an interview to the WSJ yesterday for a reason.  He is warning us.  \nIf we don\xe2\x80\x99t put a check on Trump in 19 days, Trump will fire Sessions or Rosenstein, or both, then try to dismantle the Mueller probe.  The future of our democracy depends on the midterms. GOTV!'",0.0,0.125
